z,y,x,tomo_id
76.0,247.1952811587387,329.6696847986038,aba2014-04-10-4
65.0,236.313240924763,331.38790167765256,aba2014-04-10-4
73.0,200.8034254244212,203.66711366835864,aba2014-04-10-5
56.0,140.66583465771325,294.7326082579449,aba2014-04-10-6
66.0,104.58328019768852,152.12060729689466,aba2014-04-10-7
62.0,219.13107213427503,179.61207736167546,aba2014-04-10-8
71.0,189.92138519044545,230.58584477345647,aba2014-04-10-9
75.0,229.6426419333645,206.9947543128788,aba2014-10-15-10
63.0,195.9134129837834,217.85077170900485,aba2014-10-15-13
69.0,286.03442635893254,337.0239538695639,aba2014-10-15-14
52.0,371.4122285038106,265.8757854154988,aba2014-10-15-15
69.0,284.8486235513648,207.1785464408951,aba2014-10-15-16
44.0,312.71498952920695,185.2411945008917,aba2014-10-15-17
47.0,325.7588204124522,313.90079912199275,aba2014-10-15-18
53.0,402.83600290435606,219.62947592035647,aba2014-10-15-19
72.0,165.08253998702185,275.3622078760408,aba2014-10-15-1
55.0,281.8841165324454,195.91341976900145,aba2014-10-15-20
59.0,216.66496211621904,313.90079912199275,aba2014-10-15-21
46.0,238.00941265243856,350.66068615659304,aba2014-10-15-22
58.0,390.97797482867855,261.7254755890117,aba2014-10-15-2
59.0,236.8236098448708,160.93223694575278,aba2014-10-15-3
47.0,473.39126995463727,377.93415073065137,aba2014-10-15-5
63.0,173.97606104377996,213.1075604787339,aba2014-10-15-6
60.0,115.16797605194223,509.4842636937784,aba2014-10-15-6
53.0,242.7526238827096,152.63161729277851,aba2014-10-15-7
66.0,164.48963858323796,318.05110894847985,aba2014-10-15-8
47.0,180.4979764854026,217.85077170900485,aba2014-10-15-9
80.0,317.2230452307166,292.53675876675834,aba2014-10-29-10
53.0,456.1971292449049,218.4436731127888,aba2014-10-29-13
44.0,354.8109891978621,289.5918415668538,aba2014-10-29-16
52.0,321.4558928522793,165.39488455687507,aba2014-10-29-18
54.0,248.7440040635377,254.53682701805928,aba2014-10-29-19
44.0,314.87251082178005,213.9317871879101,aba2014-10-29-1
60.0,176.94056806269936,242.75263066792763,aba2014-10-29-20
41.0,303.2285670686649,369.0406296738933,aba2014-10-29-21
45.0,298.5577905750913,264.91492375283286,aba2014-10-29-22
53.0,52.6796814662134,205.8694499217249,aba2014-10-29-23
42.0,243.86511493286744,153.93481136571265,aba2014-10-29-24
43.0,62.41003986339246,392.3220576048165,aba2014-10-29-24
45.0,24.74132922062332,258.61051064582745,aba2014-10-29-25
55.0,440.7825554666432,132.67836234681664,aba2014-10-29-2
63.0,304.2553967254774,209.06771384145424,aba2014-10-29-30
43.0,408.6220158394674,244.7677152771092,aba2014-10-29-31
55.0,251.02938770938576,194.95602949218613,aba2014-10-29-32
49.0,237.3557814899901,273.3743532556256,aba2014-10-29-33
46.0,430.1194681304739,210.0469944639429,aba2014-10-29-34
59.0,407.4707672307819,361.38577996292827,aba2014-10-29-35
60.0,348.5401547488375,161.92170446454952,aba2014-10-29-3
67.0,285.2172420282931,187.4538303700478,aba2014-10-29-4
67.0,291.3783275336603,157.1618266353257,aba2014-10-29-4
43.0,280.5306830801848,193.26697834234523,aba2014-10-29-6
51.0,295.2868538944515,201.03916053827243,aba2014-10-29-8
63.0,281.6247318062069,347.1235132579559,aba2014-10-29-9
61.0,216.66496211621904,210.1430534598145,aba2015-01-16-10
85.0,315.0865951443424,195.3205183652176,aba2015-01-16-11
58.0,120.0220332994473,217.85077170900485,aba2015-01-16-12
56.0,255.2035533621709,270.026095241986,aba2015-01-16-13
58.0,143.7380894508023,373.7838409041642,aba2015-01-16-15
75.0,121.80073751079892,247.49584189819865,aba2015-01-16-17
51.0,300.85696145352944,431.2952770712002,aba2015-01-16-18
60.0,233.85910282595145,387.4205731911934,aba2015-01-16-19
71.0,360.147101831917,37.60874495870664,aba2015-01-16-1
53.0,283.06991934001314,128.9155611414235,aba2015-01-16-2
59.0,22.19330167510778,362.51871423227055,aba2015-01-16-2
59.0,200.0637228102705,160.93223694575278,aba2015-01-16-3
85.0,231.48749721081592,150.26001167764304,aba2015-01-16-4
66.0,396.3140874627334,210.1430534598145,aba2015-01-16-4
55.0,393.942481847598,344.1387707149704,aba2015-01-16-5
58.0,323.9801162011006,235.6378138225212,aba2015-01-16-6
75.0,127.1368501448538,186.42699730845948,aba2015-01-16-7
85.0,212.5146522897319,265.8757854154988,aba2015-01-16-8
65.0,159.74642735296695,197.69212398035307,aba2015-01-16-9
53.0,249.8674407281161,212.51465907495,aba2015-02-12-13
67.0,318.6440035670457,363.11161563605447,aba2015-02-12-15
64.0,284.9489824840799,260.91320308729684,aba2015-02-12-25
50.0,180.4979764854026,287.22023595171834,aba2015-02-12-29
61.0,434.85267870868535,344.73167211875426,aba2015-02-12-4
49.0,459.1616362638243,357.1826015982157,aba2015-02-12-4
57.0,353.62518639029435,205.9927436333273,aba2015-02-12-5
68.0,225.6659108067325,39.692179086719065,aba2015-02-12-8
64.0,427.73786186327885,193.541814153866,aba2015-02-12-9
61.0,324.5730153431451,332.87364404307675,aba2015-02-23-18
54.0,214.8862579048674,120.02204008466538,aba2015-02-23-1
54.0,187.531489550364,145.11780728316103,aba2015-02-23-20
59.0,172.02966258052646,310.34696131514613,aba2015-02-23-2
61.0,163.11196972024544,314.2058104605916,aba2015-02-23-33
58.0,203.02822982918988,122.39364569980086,aba2015-02-23-34
52.0,382.9344146035938,171.02099296643144,aba2015-02-23-38
59.0,85.1101555684688,356.0156769440187,aba2015-02-23-38
57.0,393.8164548375695,57.04593998952788,aba2015-02-23-39
67.0,211.96085433052667,232.09579309530784,aba2015-02-23-3
60.0,332.53338615149573,395.534665162141,aba2015-02-23-40
64.0,38.14556087446832,429.32626378343406,aba2015-02-23-40
64.0,171.75696156993075,57.67794169620105,aba2015-02-23-48
48.0,270.6189898605518,246.31003909063088,aba2015-02-23-4
74.0,110.42693161853563,431.943461374974,aba2015-02-23-59
65.0,187.9604426793394,227.10597461375417,aba2015-02-23-5
79.0,280.09777842431674,318.39996571465474,aba2015-02-23-61
65.0,232.22647138789324,414.846431854536,aba2015-02-23-65
59.0,175.48756429955748,363.6679368108521,aba2015-02-23-6
59.0,346.5246479054915,484.5604151931493,aba2015-02-23-7
65.0,395.12828465516566,313.9007900750354,aba2015-05-28-3
62.0,346.51036954488785,66.06801234033267,aba2015-05-28-4
71.0,291.96344039677126,360.7400100209189,aba2015-05-29-10
70.0,312.1220881254231,132.47296956412674,aba2015-05-29-12
71.0,195.3205115799995,141.36649062088492,aba2015-05-29-13
76.0,326.94462322001993,182.86958888575617,aba2015-05-29-14
66.0,428.3307632670627,354.21809457929635,aba2015-05-29-15
67.0,257.5751589773065,191.76310994251435,aba2015-05-29-16
55.0,335.2452428729942,296.7066584122604,aba2015-05-29-18
55.0,431.2952702859821,285.4415317403667,aba2015-05-29-19
58.0,481.69188960761153,306.78598227658625,aba2015-05-29-1
56.0,473.39126995463727,428.9236714560647,aba2015-05-29-22
50.0,347.1032709486717,192.9489127500821,aba2015-05-29-23
52.0,316.2723979519102,459.1616430490424,aba2015-05-29-27
64.0,405.20760851949154,392.7566858252482,aba2015-05-29-29
64.0,167.45414560215735,371.4122352890287,aba2015-05-29-2
62.0,363.7045102546202,200.0637295954886,aba2015-05-29-2
64.0,211.92175088594803,283.0699261252312,aba2015-05-29-34
53.0,196.8323117648533,353.9816736379196,aba2015-05-29-35
47.0,134.2516669902603,93.34147691439094,aba2015-05-29-39
53.0,344.1387639297524,365.4832212511899,aba2015-05-29-3
60.0,204.8069340405415,322.79432017875087,aba2015-05-29-41
63.0,284.8486235513648,238.00941943765665,aba2015-05-29-42
38.0,169.82575121729283,336.43105246578,aba2015-05-29-42
67.0,261.7254688037936,398.6856998630869,aba2015-05-29-43
63.0,281.8841165324454,53.024181457087394,aba2015-05-29-44
63.0,244.5313280940612,188.79860292359496,aba2015-05-29-45
57.0,310.3433839140714,73.18282918573917,aba2015-05-29-46
69.0,304.4143698762327,393.34958722903207,aba2015-05-29-4
70.0,388.7517788740933,328.51848617060307,aba2015-05-29-50
47.0,300.85696145352944,180.4979832706207,aba2015-05-29-51
54.0,196.50631438756724,181.0908846744045,aba2015-05-29-55
74.0,328.1304260275877,262.31837699279555,aba2015-05-29-58
62.0,194.7276101762156,168.04705379115933,aba2015-05-29-59
54.0,385.6418621946237,328.72333421658965,aba2015-05-29-5
58.0,284.8486235513648,110.53561762412336,aba2015-05-29-60
60.0,316.86529935569405,271.8047994533376,aba2015-05-29-6
73.0,323.3872147973167,122.98654710358473,aba2015-05-29-7
61.0,417.65853799895297,289.5918415668538,aba2015-05-29-8
47.0,227.722156529519,407.5621833154826,aba2015-06-03-12
75.0,230.0131123682508,388.0890586862629,aba2015-06-03-24
55.0,230.0131123682508,369.7614119764091,aba2015-06-03-25
74.0,348.57007702261785,384.0798859684824,aba2015-06-03-26
72.0,174.45743327900627,102.29231780447952,aba2015-06-03-29
71.0,352.0065107807154,292.4416524192132,aba2015-06-03-8
78.0,156.70252552883537,296.4508251369937,aba2015-06-04-10
48.0,168.15730472249402,204.23985262804155,aba2015-06-04-11
50.0,317.6421731997395,154.4115631356264,aba2015-06-04-13
70.0,238.6041967634948,386.943580766897,aba2015-06-04-15
73.0,175.50911767592504,109.85897051746096,aba2015-06-04-17
84.0,213.97642149712863,163.00264753087038,aba2015-06-04-18
72.0,188.7759072710796,199.0852019908952,aba2015-06-04-22
86.0,293.01439793337335,317.0694276855792,aba2015-06-04-23
74.0,263.23197202986086,199.0852019908952,aba2015-06-04-27
56.0,327.95147447403224,349.71554838750643,aba2015-06-04-28
79.0,112.60162563324955,299.3145199354083,aba2015-06-04-29
79.0,113.74710355261544,299.3145199354083,aba2015-06-04-6
63.0,153.26609177073777,333.6788575163843,aba2015-07-07-12
83.0,305.6146550463979,315.35121080653045,aba2015-07-07-13
82.0,195.6487747872748,419.5897014688242,aba2015-07-07-14
82.0,164.72087096439645,172.73920984548027,aba2015-07-07-15
60.0,342.2699484661056,189.9213786359682,aba2015-07-07-17
69.0,325.6605186353005,179.61207736167546,aba2015-07-07-19
79.0,189.92138519044545,131.5020047483091,aba2015-07-07-22
47.0,352.0065107807154,228.29488893472472,aba2015-07-07-5
62.0,82.81919972973706,248.91349148331028,aba2015-07-07-9
77.0,239.7496746828606,207.6762863861392,aba2015-07-15-10
64.0,328.5242134337152,253.4954031607737,aba2015-07-15-15
77.0,148.11144113359137,366.8977171779944,aba2015-07-15-16
77.0,353.7247276597642,393.2437093234093,aba2015-07-15-17
81.0,214.5491604568116,282.7050901046033,aba2015-07-15-18
70.0,188.20316831139667,172.1664708857973,aba2015-07-15-1
80.0,341.6972095064226,240.8951460477492,aba2015-07-15-23
56.0,317.0694342400565,178.4665994423096,aba2015-07-15-26
58.0,305.04191608671493,309.05108225001817,aba2015-07-15-27
77.0,240.32241364254352,230.58584477345647,aba2015-07-15-29
55.0,348.57007702261785,447.6539104932879,aba2015-07-15-30
68.0,221.99476693268969,213.40367598296848,aba2015-07-15-32
55.0,395.5346717166183,154.98430209530932,aba2015-07-15-33
53.0,166.4390878434452,233.4495395718712,aba2015-07-15-34
63.0,337.6880367886421,413.8623118719949,aba2015-07-15-35
59.0,332.69747150033453,120.90665627028903,aba2015-07-15-39
63.0,439.6355716122041,181.90303320040715,aba2015-07-15-3
57.0,205.2786031012469,193.2254734697712,aba2015-07-15-40
59.0,193.79942576799576,153.62231167005478,aba2015-07-15-42
78.0,301.60548232861737,130.92926578862614,aba2015-07-15-44
74.0,168.15730472249402,274.68674466904224,aba2015-07-15-45
68.0,415.007796345838,390.9527534846776,aba2015-07-15-4
54.0,216.84011629554328,134.36569954672376,aba2015-07-15-51
63.0,139.52035673834737,156.1297800146752,aba2015-07-15-55
83.0,281.5596187397147,168.73003712769977,aba2015-07-15-56
87.0,196.22151374695773,167.58455920833387,aba2015-07-15-57
57.0,270.10483954605604,170.44825400674853,aba2015-07-15-59
46.0,472.2816923141313,209.9672422248709,aba2015-07-15-5
81.0,224.2857227714214,302.750953693506,aba2015-07-15-61
47.0,209.9672487793481,181.90303320040715,aba2015-07-15-65
77.0,232.3040682069825,187.05768383755355,aba2015-07-15-66
54.0,201.3761643841041,226.576672055676,aba2015-07-15-67
57.0,199.6579475050553,222.5674993378954,aba2015-07-15-68
86.0,341.6972095064226,328.524206879238,aba2015-07-15-69
80.0,211.112726698714,368.61593405704326,aba2015-07-15-6
89.0,173.3119553596404,356.0156769440187,aba2015-07-15-71
49.0,227.722156529519,297.59630305635955,aba2015-07-15-7
72.0,407.5621898699599,256.35909795918843,aba2015-07-15-8
68.0,344.2098581135514,99.52883925014427,aba2015-07-28-11
76.0,128.55752317354333,338.07300786601195,aba2015-07-28-13
64.0,341.174256910833,381.4915591533546,aba2015-07-28-14
68.0,286.42455320804584,340.9365266473449,aba2015-07-28-15
71.0,181.52198804298587,377.8598809851846,aba2015-07-28-18
81.0,261.4570393421943,342.72061273434963,aba2015-07-28-18
62.0,179.61208391615267,337.68803023416484,aba2015-07-28-1
81.0,221.7745492336689,300.81402522192127,aba2015-07-28-20
58.0,298.7691911163532,359.2676819273676,aba2015-07-28-21
67.0,160.93223016053471,443.7462065506616,aba2015-07-28-22
69.0,296.7066516270423,95.71308252952645,aba2015-07-28-23
72.0,269.7767595459485,315.2864410815699,aba2015-07-28-25
68.0,154.23826217296318,142.8713339268167,aba2015-07-28-26
59.0,164.5496225647725,126.97894288757917,aba2015-07-28-27
76.0,315.35121736100774,327.951467919555,aba2015-07-28-2
56.0,253.01103257741624,161.08473882625208,aba2015-07-28-30
75.0,227.3371873843288,121.20784289223307,aba2015-07-28-31
49.0,171.0115540248606,197.69212398035307,aba2015-07-28-3
64.0,312.71498952920695,98.08468814466198,aba2015-07-28-4
75.0,176.94056806269936,162.11803975332057,aba2015-07-28-7
85.0,213.70045509729965,149.07420887007527,aba2015-07-28-8
65.0,357.18259255125827,181.0908756274472,aba2015-07-28-9
64.0,362.813861993777,117.30649234609764,aba2015-07-29-10
59.0,242.7526238827096,169.23285659872704,aba2015-07-29-14
60.0,308.5646797027198,449.0823191847164,aba2015-07-29-15
64.0,425.3662562481433,264.0970812041472,aba2015-07-29-16
73.0,375.5625383302978,92.1556741068232,aba2015-07-29-21
60.0,326.94462322001993,108.16401200898788,aba2015-07-29-21
62.0,331.0949330465071,165.08254677223994,aba2015-07-29-34
61.0,209.5501452708125,320.4227145636154,aba2015-07-29-37
63.0,69.41174748210751,85.48862583709156,aba2015-07-29-41
73.0,189.55802103795529,418.1814067514497,aba2015-07-29-42
73.0,108.16400522376978,269.43319383820204,aba2015-07-29-43
70.0,212.25820461807984,129.21104890957736,aba2015-07-29-52
78.0,145.82048529485965,269.5320940318959,aba2015-07-29-54
63.0,334.2516030305445,205.9580695070904,aba2015-07-29-57
73.0,398.9711054747159,142.38404498228482,aba2015-07-29-60
85.0,285.56879145749525,75.37358669938169,aba2015-07-29-63
55.0,192.2123410291772,193.35781239406583,aba2015-07-29-65
72.0,360.0248562162765,158.42073585340694,aba2015-07-29-66
59.0,175.0301722386892,116.0380528368699,aba2015-07-29-67
66.0,353.0322849865105,193.541814153866,aba2015-07-29-9
65.0,226.3025616330808,248.61549873051388,mba2010-08-26-10
66.0,274.11401226383657,256.35909795918843,mba2010-08-26-11
63.0,238.6041967634948,260.94100963665187,mba2010-08-26-12
64.0,228.86763444888487,253.4954031607737,mba2010-08-26-13
67.0,232.3040682069825,264.9501823544324,mba2010-08-26-14
64.0,282.13235769939763,262.08648755601774,mba2010-08-26-15
65.0,224.8584617311044,244.90431876552967,mba2010-08-26-16
61.0,274.68675122351954,271.2503109109447,mba2010-08-26-17
61.0,238.6041967634948,281.5596121852374,mba2010-08-26-18
81.0,258.07732139271445,275.8322225884081,mba2010-08-26-19
70.0,237.41651124865467,270.6189966457698,mba2010-08-26-1
61.0,282.7050966590806,257.5045758785543,mba2010-08-26-20
65.0,267.8138837073243,242.613362926798,mba2010-08-26-21
71.0,251.05324353568383,258.16806716630845,mba2010-08-26-2
65.0,236.23070844108693,261.1325741852278,mba2010-08-26-3
70.0,270.6189898605518,237.4165180338728,mba2010-08-26-4
58.0,252.3499317958851,268.38661611253,mba2010-08-26-5
63.0,237.45871884412887,243.18610188648097,mba2010-08-26-6
89.0,265.5229278685926,256.93183691887134,mba2010-08-26-7
62.0,247.76802011842167,240.8951460477492,mba2010-08-26-8
68.0,255.7863655539828,237.4587122896517,mba2010-08-26-9
52.0,447.4226429594439,105.93117885712287,mba2010-08-27-10
43.0,133.94735591855184,427.72635414293967,mba2010-08-27-10
60.0,476.148739045148,128.85704461877216,mba2010-08-27-11
51.0,165.9918033355193,349.8146444490807,mba2010-08-27-11
69.0,461.8382164994098,121.4806151369516,mba2010-08-27-12
59.0,79.57105351965427,410.9425367659901,mba2010-08-27-12
57.0,53.01891723051999,302.954259272592,mba2010-08-27-13
55.0,143.2303448223559,365.5138890205543,mba2010-08-27-14
77.0,332.84364400272267,81.71520824524916,mba2010-08-27-14
91.0,398.0335608035437,216.11647956358323,mba2010-08-27-15
73.0,420.4878726603772,117.69650053276324,mba2010-08-27-15
88.0,97.58927191020616,191.9728121318846,mba2010-08-27-15
72.0,16.112339105959904,326.5261468771825,mba2010-08-27-15
73.0,437.1579852329198,322.3662184688465,mba2010-08-27-16
27.0,43.42024643981865,124.36666028352523,mba2010-08-27-16
82.0,304.4143698762327,66.06801234033267,mba2010-08-27-1
75.0,248.6816379205483,252.83195453225352,mba2010-08-27-2
57.0,246.90293370919667,201.24953240305632,mba2010-08-27-3
55.0,208.3643424632448,301.4498696425313,mba2010-08-27-4
93.0,334.0594400654265,114.6859274506105,mba2010-08-27-5
69.0,442.8975738995454,81.87744457931791,mba2010-08-27-6
34.0,75.18873446197239,365.149650777972,mba2010-08-27-6
28.0,153.28281057660038,369.3799011803882,mba2010-08-27-7
59.0,98.06869476674972,177.83605246313488,mba2010-08-27-8
60.0,459.29449931794034,308.9343992688858,mba2010-08-27-8
53.0,60.41291951845512,345.4807525366791,mba2010-08-27-9
72.0,253.4911479009017,452.6548812012469,mba2010-08-29-2
64.0,133.5337447684273,441.17570386799576,mba2010-08-29-3
50.0,145.586880968341,414.1996371348556,mba2010-08-29-4
80.0,266.69220183414046,16.44614253770368,mba2010-08-29-5
39.0,270.7099139007784,495.70179620093865,mba2010-08-29-5
63.0,283.2778356187635,262.08648755601774,mba2010-08-30-10
60.0,270.10483954605604,280.4141342658716,mba2010-08-30-3
64.0,260.9410161911291,158.99347481308985,mba2010-08-30-4
64.0,268.95936162669017,229.4403668540906,mba2010-08-30-5
63.0,270.677578505739,221.99476037821245,mba2010-08-30-6
64.0,266.6684057879585,160.13895273245572,mba2010-08-30-7
60.0,200.23068646473823,321.07860040335976,mba2010-08-30-7
64.0,264.95018890890964,240.3224070880663,mba2010-08-30-8
66.0,257.50458243303154,223.14023829757832,mba2010-08-30-9
66.0,179.45227772451253,55.53178997053904,mba2010-09-09-1
70.0,169.6931533681684,205.8525685363474,mba2010-09-09-2
79.0,57.58897372357711,452.9449046415551,mba2010-09-09-3
69.0,471.595851310352,45.370676690727805,mba2010-09-09-3
72.0,413.625671699755,27.92531987095481,mba2010-09-09-4
74.0,101.39204823532414,465.2819762678232,mba2010-09-09-4
73.0,62.93680416893284,31.943031937592707,mba2010-09-09-5
74.0,350.4887501872282,474.80376390466233,mba2010-09-09-5
68.0,161.6577292348926,72.12015260397169,mba2010-09-09-6
66.0,64.08472190225794,196.095267803084,mba2010-09-09-7
74.0,99.86338557079551,244.53133487927929,mba2011-02-03-1
92.0,133.65876558647642,302.6356724500991,mba2011-02-03-1
75.0,361.3329046394848,362.51871423227055,mba2011-02-03-1
47.0,275.95510249460665,195.3205183652176,mba2011-02-03-4
51.0,255.79645476595485,441.374600935526,mba2011-02-16-100
63.0,234.4520042297353,280.6983205100957,mba2011-02-16-101
61.0,273.5834968794711,310.93629210307336,mba2011-02-16-102
62.0,272.99059547568726,252.2390531284697,mba2011-02-16-103
55.0,245.71713090162896,262.31837699279555,mba2011-02-16-104
59.0,280.69831372487766,236.230715226305,mba2011-02-16-105
66.0,258.1680603810904,117.65043446952984,mba2011-02-16-106
62.0,302.63566566488106,268.24739103063433,mba2011-02-16-107
42.0,267.0615814378485,137.21618079439776,mba2011-02-16-108
52.0,230.3016944032481,234.45201101495337,mba2011-02-16-10
71.0,269.433187052984,256.9822643587407,mba2011-02-16-110
